Line No,File Path,Error No,Error Message,Misra Level,MISRA Rule No
410,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
412,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h,718,"""Symbol '__extension__' of type 'void' undeclared, assumed to return int""",MM-PWT 1,MISRA R 17.3
412,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h,155,"""Ignoring { }'ed sequence within an expression, 0 assumed""",MM-PWT 0,MISRA R 1.1
412,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h,930,"""cast from int to enum""",MM-PWT 7,N/A
96,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_cfg.h'""",MM-PWT 7,N/A
97,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_utils.h'""",MM-PWT 7,N/A
98,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_platform_types.h'""",MM-PWT 7,N/A
99,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h'""",MM-PWT 7,N/A
103,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_platform_types.h'""",MM-PWT 7,N/A
307,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
318,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
327,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
337,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
346,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_internal_types.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
410,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
416,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
416,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
416,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
416,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,632,"""Assignment to strong type 'uint16_t' in context: initialization""",MM-PWT 6,N/A
419,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,953,"""Variable 'pw_toggled' of type 'uint16_t' (line 417) could be declared as const""",MM-PWT 6,N/A
426,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
432,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
432,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
432,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
432,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,632,"""Assignment to strong type 'uint16_t' in context: initialization""",MM-PWT 6,N/A
435,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,953,"""Variable 'pw_toggled' of type 'uint16_t' (line 433) could be declared as const""",MM-PWT 6,N/A
443,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
446,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9018,"""declaration of symbol 'cpu_wdt_con0' of type 'OsEE_tc_SCU_WDTCPU_CON0' with union based type 'OsEE_tc_SCU_WDTCPU_CON0'""",MM-PWT 4,MISRA R 19.2
448,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
449,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
449,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
449,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
459,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,633,"""Assignment from a strong type 'uint16_t' in context: assignment""",MM-PWT 6,N/A
474,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'core_index' of type 'OsEE_reg' (line 444) could be declared const""",MM-PWT 4,MISRA R 17.8
482,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
485,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9018,"""declaration of symbol 'cpu_wdt_con0' of type 'OsEE_tc_SCU_WDTCPU_CON0' with union based type 'OsEE_tc_SCU_WDTCPU_CON0'""",MM-PWT 4,MISRA R 19.2
487,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
488,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
488,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
488,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
498,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,633,"""Assignment from a strong type 'uint16_t' in context: assignment""",MM-PWT 6,N/A
513,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'core_index' of type 'OsEE_reg' (line 483) could be declared const""",MM-PWT 4,MISRA R 17.8
523,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
528,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
528,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
528,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
530,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'core_index' of type 'OsEE_reg' (line 524) could be declared const""",MM-PWT 4,MISRA R 17.8
549,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
553,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9018,"""declaration of symbol 'safety_wdt_con0' of type 'OsEE_tc_SCU_WDTS_CON0' with union based type 'OsEE_tc_SCU_WDTS_CON0'""",MM-PWT 4,MISRA R 19.2
555,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
555,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
555,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
562,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,633,"""Assignment from a strong type 'uint16_t' in context: assignment""",MM-PWT 6,N/A
565,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
565,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
565,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
571,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
571,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
571,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
574,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
574,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
574,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
577,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'pw' of type 'uint16_t' (line 550) could be declared const""",MM-PWT 4,MISRA R 17.8
585,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
589,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9018,"""declaration of symbol 'safety_wdt_con0' of type 'OsEE_tc_SCU_WDTS_CON0' with union based type 'OsEE_tc_SCU_WDTS_CON0'""",MM-PWT 4,MISRA R 19.2
591,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
591,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
591,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
598,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,633,"""Assignment from a strong type 'uint16_t' in context: assignment""",MM-PWT 6,N/A
601,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
601,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
601,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
608,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
608,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
608,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
611,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
611,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
611,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
614,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'pw' of type 'uint16_t' (line 586) could be declared const""",MM-PWT 4,MISRA R 17.8
623,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
628,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
628,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9078,"""conversion between a pointer and integer type""",MM-PWT 4,MISRA R 11.4
628,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned int to pointer""",MM-PWT 3,MISRA R 11.6
630,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'pw' of type 'uint16_t' (line 624) could be declared const""",MM-PWT 4,MISRA R 17.8
652,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: 'inline'""",MM-PWT 4,MISRA R 1.2
655,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
656,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9027,"""Unpermitted operand to operator '&&'""",MM-PWT 2,MISRA R 10.1
657,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
658,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,571,"""Suspicious cast""",MM-PWT 6,N/A
664,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9031,"""Composite expression assigned to a wider essential type""",MM-PWT 2,MISRA R 10.6
679,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'enable' of type 'OsEE_bool' (line 652) could be declared const""",MM-PWT 4,MISRA R 17.8
686,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: 'inline'""",MM-PWT 4,MISRA R 1.2
689,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
690,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9027,"""Unpermitted operand to operator '&&'""",MM-PWT 2,MISRA R 10.1
691,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
692,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,571,"""Suspicious cast""",MM-PWT 6,N/A
700,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9031,"""Composite expression assigned to a wider essential type""",MM-PWT 2,MISRA R 10.6
710,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'enable' of type 'OsEE_bool' (line 686) could be declared const""",MM-PWT 4,MISRA R 17.8
717,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
722,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,958,"""Padding of 2 byte(s) is required to align variable on 4 byte boundary""",MM-PWT 6,N/A
732,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'enable' of type 'OsEE_bool' (line 718) could be declared const""",MM-PWT 4,MISRA R 17.8
739,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
745,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,958,"""Padding of 2 byte(s) is required to align variable on 4 byte boundary""",MM-PWT 6,N/A
750,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'enable' of type 'OsEE_bool' (line 740) could be declared const""",MM-PWT 4,MISRA R 17.8
761,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
765,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
773,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,613,"""Possible use of null pointer 'p_csa_begin' of type 'OsEE_csa *const' in right argument to operator 'ptr-ptr'""",MM-PWT 1,MISRA R 1.3
801,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,613,"""Possible use of null pointer 'p_csa_begin' of type 'OsEE_csa *const' in left argument to operator '['""",MM-PWT 1,MISRA R 1.3
806,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9091,"""casting from pointer type to integer type""",MM-PWT 4,MISRA R 11.4
808,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,9091,"""casting from pointer type to integer type""",MM-PWT 4,MISRA R 11.4
993,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
996,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
996,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned long to pointer""",MM-PWT 3,MISRA R 11.6
997,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'stm_id' of type 'OsEE_reg' (line 994) could be declared const""",MM-PWT 4,MISRA R 17.8
1007,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
1010,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
1010,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned long to pointer""",MM-PWT 3,MISRA R 11.6
1011,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'stm_id' of type 'OsEE_reg' (line 1008) could be declared const""",MM-PWT 4,MISRA R 17.8
1020,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,950,"""Non-ANSI reserved word or construct: '__attribute__'""",MM-PWT 4,MISRA R 1.2
1024,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
1025,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,155,"""Ignoring { }'ed sequence within an expression, 0 assumed""",MM-PWT 0,MISRA R 1.1
1025,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,632,"""Assignment to strong type 'OsEE_reg' in context: initialization""",MM-PWT 6,N/A
1028,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,963,"""Qualifier const or volatile follows a type; use -fqb to reverse the test""",MM-PWT 7,N/A
1028,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,923,"""cast from unsigned long to pointer""",MM-PWT 3,MISRA R 11.6
1031,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_tc_system.h,952,"""Parameter 'stm_id' of type 'OsEE_reg' (line 1021) could be declared const""",MM-PWT 4,MISRA R 17.8
98,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_mc.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_cfg.h'""",MM-PWT 7,N/A
102,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_mc.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_platform_types.h'""",MM-PWT 7,N/A
103,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal_mc.h,537,"""Repeated include file '/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_hal.h'""",MM-PWT 7,N/A
